eod_date,GB00B7L9SL19,GB00BL68HG94,GB00BF0HZ991,GB00B7Z53659,GB00BMGR2791,GB00BHBFH458,GB00BLPK7110,GB0030880693,GB00BK5CVX03,GB00BTHH2R79,GB00BPCJD880,GB00BL68HJ26,GB00BYZW3G56,GB00BNNGP668,GB00BL6C7720,GB00BPSNB460,GB00BDRHNP05,GB00B16NNR78,GB00BMBL1G81,GB00BSQNRC93,GB00BMF9LG83,GB00BFX0ZL78,GB0002404191,GB00BLPK7227,GB00BQC82B83,GB00BJMHB534,GB00BSQNRD01,GB00BL68HH02,GB00B24FF097,GB00BMGR2809,GB00BPSNBF73,GB00BM8Z2T38,GB0004893086,GB00BMV7TC88,GB00BM8Z2S21,GB00BPJJKN53,GB00BQC82C90,GB00B52WS153,GB00BMGR2916,GB0032452392,GB00BZB26Y51,GB00BQC4R999,GB00B00NY175,GB00BLPK7334,GB00B3KJDS62,GB00BQC82D08,GB00B6460505,GB00BJQWYH73,GB00B1VWPJ53,GB00BPJJKP77,GB00B84Z9V04,GB00BN65R313,GB00BNNGP775,GB00B128DP45,GB00BDCHBW80,GB00BFWFPP71,GB00B39R3707,GB00BMBL1F74,GB00BLH38158,GB00B6RNH572,GB00BM8Z2V59,GB00BPCJD997,GB00BPSNBB36,GB00BJLR0J16,GB00B06YGN05,GB00BD0XH204,GB00B54QLM75,GB00BMBL1D50,GB00BMF9LF76,GB00BYYMZX75,GB00BBJNQY21,GB00BFMCN652,GB00BLBDX619
2022-01-27,-0.1979951497842794,-0.13187871935662812,-0.2825107906560841,-0.2567729777572139,-0.2826844051665331,-0.3100541217128706,-0.30122816081900605,-0.2941813517801697,-0.3383448721690122,-0.3147200434646376,,-0.2976263849248247,-0.28722531436836285,-0.20202992808373874,,,-0.21822997012582993,-0.17199879535785917,-0.15873776321998628,,,-0.13906930878568832,-0.1246542197712191,-0.06461297946019064,,-0.06438018157320667,,-0.0019126134555335532,-0.0207525711338204,0.06597484010539761,,0.11780049846706339,0.09281575622382823,,0.13187569016872458,,,0.17752403723720797,0.2522275833405322,0.2008363706163996,0.2757814195370708,,0.24143990881391403,0.3198615970591835,0.26946917232340384,,0.3026257776341855,0.35151884550099655,0.31975674566594836,,0.35558994596162274,0.3590030069000344,0.3838882971023594,0.3611339697358955,0.37486540618996955,0.3652290583966906,0.35145570836543066,0.3607700850873009,0.38503523562964825,0.35630844454733196,0.34642416501587436,,,0.36732867162054034,0.3374284364702574,0.34082067714231357,0.29244385893435815,0.31324936347365745,,0.2973498120911151,0.30051416865590214,0.2828010142935774,
2022-01-28,-0.1925013810999836,-0.15016432917392727,-0.30531434396982315,-0.27482364665811904,-0.309849509349557,-0.33110693697759386,-0.32818846025808635,-0.31208551275798746,-0.3622246635614665,-0.33540926708637475,,-0.3234236212518446,-0.3075283497093916,-0.22647189364952183,,,-0.2402173422417491,-0.19120549442713394,-0.18114488869792883,,,-0.15532314340187695,-0.1373666311475295,-0.07768379117151375,,-0.07608948434790788,,-0.010545024451781057,-0.028118545816542533,0.054156492862279394,,0.10817825766113835,0.0841715135599597,,0.11895838798989467,,,0.16626644047425293,0.24254562537332722,0.19280593652399383,0.26557938851375734,,0.2275660484224886,0.30288241835952834,0.2529791201836644,,0.29221333294225543,0.3397100692116419,0.3082877032351953,,0.3441401161140676,0.34710070699723655,0.37023676221929047,0.34854586900734436,0.3606775491791689,0.3499681836409198,0.33688419299350314,0.3433476172481818,0.36834895808124135,0.3403622632383333,0.32936350057394065,,,0.3505855178826815,0.318877585167327,0.3233613826057763,0.2745246879121225,0.29513224609247485,,0.2796766271959952,0.2829130487700871,0.2636696445941944,
2022-01-31,-0.15027288286304863,-0.10968400482492349,-0.2874726690334257,-0.2647488680569324,-0.29811256949002884,-0.3303733302982014,-0.32248672095731057,-0.31487106574829343,-0.35371897490116055,-0.32672863834523724,,-0.30990124057637536,-0.29130058247108215,-0.20766387281510576,,,-0.21937839106769058,-0.1736073747525579,-0.16081218342172873,,,-0.13701151659143343,-0.12273760844331168,-0.05871983627544233,,-0.06013061017034003,,0.007615720759216221,-0.013238438705717562,0.07224271997161354,,0.12344718598610181,0.09819832649385991,,0.13141570814295833,,,0.19029872528364622,0.2680541119217465,0.21975509406409843,0.29461564117875977,,0.25891916743175913,0.3348192094241637,0.28502883687478536,,0.31900257757265466,0.3667888207931485,0.3347741017695634,,0.37425161874375495,0.37938521533777053,0.4031938816363761,0.3809130279285557,0.39342516034056263,0.3822779798221607,0.3688297576593896,0.37540577013683896,0.4001524316651207,0.37158839766199464,0.36039869207071934,,,0.3806161228285568,0.35355528607339604,0.35501035368773537,0.30812062102826066,0.3270584550773878,,0.31270343049787286,0.31559206917170124,0.2940222654537814,
2022-02-01,-0.13557640851414912,-0.08368997217641111,-0.2577005435239521,-0.23490584254049302,-0.2641853365091721,-0.30417105447869147,-0.3025556762778102,-0.29611608317277105,-0.3353163741420644,-0.30933862468907136,,-0.2976114420687001,-0.28026625067092603,-0.19786007388301677,,,-0.20597549551383265,-0.16097647859793268,-0.1502024554978935,,,-0.125781548463826,-0.11074517131976225,-0.05361744150232025,,-0.05236905803222932,,0.011096177661216636,-0.008867787331640703,0.07615375954526005,,0.12750912236350434,0.10322698630127489,,0.13947442992274386,,,0.18931467003740501,0.26788538309861865,0.21488647572041158,0.2901545363462301,,0.2528874133567562,0.33183714236900086,0.28189888124947327,,0.3144034395581937,0.36321066386173567,0.33051234652912986,,0.36467830718067945,0.36972759073805356,0.3966935444392827,0.3739380378483155,0.38675404811400566,0.3757840050410696,0.3621859739195714,0.3693867946502148,0.39704317783634246,0.3653959454762218,0.3549972531814379,,,0.3766735290860681,0.3483824138198663,0.3524680891647233,0.3041357009818601,0.3249277101649084,,0.30920823011847315,0.31114572729449763,0.2899275397342634,
2022-02-02,-0.13991039670499641,-0.12211738379441711,-0.28512256448591017,-0.25822409388137785,-0.28371052938488434,-0.3207060626846867,-0.31693229647352955,-0.31101681195223874,-0.3495660385080397,-0.3261803151940772,,-0.31444020803141076,-0.29844210822476597,-0.21738746651500046,,,-0.22737753561367252,-0.18321027395273198,-0.1795920186347739,,,-0.15486610971036804,-0.1407935469545753,-0.08382079117029095,,-0.08266640084744416,,-0.01697000727542156,-0.03746056524307419,0.04861963554293565,,0.10035577896289145,0.07601594463250307,,0.11374487152861112,,,0.15192723133481656,0.22787760342753888,0.17656949190390434,0.2527310879948422,,0.21615607890195743,0.2920644156113152,0.24065735723727277,,0.2714348820022261,0.32424668036656384,0.2910465280844042,,0.32113569184109075,0.32670842707863634,0.35597745304607964,0.3317443344476555,0.3465867853699649,0.3366383156908087,0.3221600326516168,0.33253433688071377,0.3591109533496754,0.32617988272501514,0.31741091092316615,,,0.34042501925497903,0.30983855940767585,0.31438056705174316,0.26279280215639317,0.2854386961454776,,0.2712165448108316,0.27361524671958193,0.2550806797170572,
2022-02-03,-0.17117252828268842,-0.1672864269447929,-0.3198733178371454,-0.2897440702940651,-0.30547774189436944,-0.3228090357485493,-0.3091650698764783,-0.30491934644544133,-0.3387051894216594,-0.3107545690240448,,-0.29782712046859444,-0.27856983930449486,-0.19468850311117933,,,-0.20278163426367693,-0.15722978911186786,-0.15875066018056214,,,-0.13503600926500428,-0.12161279571611525,-0.054936374952626994,,-0.0568451518041728,,0.007408209217905594,-0.015911166588314353,0.07597099419931894,,0.1284391781432696,0.10277280269596681,,0.14267703504114876,,,0.18255857085878044,0.26107847423710095,0.20847743269266744,0.2866693279296953,,0.2492287255316516,0.3243332503133826,0.27009719143999006,,0.3027875276281423,0.35837250994184705,0.3268757522458069,,0.3519668435574357,0.36087366055628817,0.3928574011275162,0.3644371438698388,0.3810279396888759,0.3715374597816382,0.3555337450903189,0.36956740858690135,0.3965990554465086,0.36097713405608906,0.35504176119912206,,,0.3782821293868357,0.34305179468012625,0.3514559847086398,0.2988970954686834,0.3274751887736832,,0.3114080718976414,0.3133586990289899,0.2997662472129574,
2022-02-04,-0.1652228743005599,-0.164639031487339,-0.3184182199566868,-0.28179383890005366,-0.30110654005744586,-0.30805088831146216,-0.2965121042965132,-0.28840679035898964,-0.3238956277604939,-0.29357208487626896,,-0.2893662741149448,-0.26449512642447176,-0.18114739343296335,,,-0.18875564050967053,-0.14188462461485052,-0.1521836490995175,,,-0.12667660903414216,-0.11205569866641987,-0.05967274609314267,,-0.060674488046999334,,0.005299846488062979,-0.018119568684534768,0.07227451742743206,,0.12348491429755516,0.1014667705665255,,0.14352964334964868,,,0.18328125169800208,0.2561811549422384,0.20406820108931017,0.28580276588098064,,0.2440679300755915,0.3222431860772254,0.266336217397939,,0.2988341613338275,0.35617814971344514,0.32028946313948614,,0.3425994188118919,0.35152652909056276,0.3849579354352212,0.35510103421215505,0.3718568027400736,0.36221829632508284,0.34535535038336107,0.3607365626549475,0.3868966194861628,0.35057886613030037,0.34463749024208606,,,0.3661852744754543,0.33020669352594734,0.3350925486221547,0.281592963095253,0.3070560565868264,,0.2922061820826134,0.2947340995140402,0.28000441611193705,
2022-02-07,-0.17705993581485518,-0.13405699336578933,-0.3029184204401969,-0.270822027853577,-0.29084867943820686,-0.30852765707055296,-0.286792104072252,-0.2927873052481238,-0.320485792784578,-0.2916402387366964,,-0.29140062924206395,-0.26770480321935025,-0.18217228357940216,,,-0.18608421307404124,-0.14153714720977348,-0.14749887243527027,,,-0.12193861649925405,-0.11103974643660851,-0.056600733813223995,,-0.058656145497292735,,0.006438748228802236,-0.018674589759208188,0.07748008105937532,,0.12739478002088722,0.10306638657028877,,0.15208642715886392,,,0.1991806219649323,0.2732454735102442,0.223028234104402,0.29843089047620264,,0.2559826459761949,0.3320555276738174,0.2754601829357621,,0.3068736902659951,0.3623574412399035,0.32632054722467857,,0.35152258380052126,0.35934296110807656,0.38945448476904476,0.3612804934816174,0.37407258207555033,0.36254262818969524,0.3469297949365533,0.357141675604309,0.38339365127233427,0.3491854353220117,0.33944362960924807,,,0.36195422321461557,0.3331189412864974,0.3364842880861104,0.28520016383291236,0.3052818761383486,,0.28828191482388615,0.28961362087436254,0.27132642611578095,
2022-02-08,-0.18828977102943373,-0.12083017107845603,-0.29127450888514567,-0.26250963682330203,-0.28184276148173176,-0.30460726065415683,-0.2896511379005089,-0.29667161998839653,-0.3285649640584846,-0.29917486405628396,,-0.30277718700125794,-0.28518950799715176,-0.2003018534147049,,,-0.20689953504883352,-0.1624041803312279,-0.16657331565055275,,,-0.14090899106227983,-0.12896777713866073,-0.06772259834419898,,-0.0750526837408991,,-0.012691601191977498,-0.03328756383586911,0.06195441280140901,,0.1116123778281153,0.08613086297115453,,0.12953324302818833,,,0.18249380614075517,0.25934465787809136,0.21273185232081743,0.28865197009638754,,0.246417017382445,0.3206550402226578,0.26458555609539874,,0.2946745897643804,0.3492170885504248,0.3137615551192928,,0.34351707638581347,0.3513080535665844,0.3807801637441875,0.3531685992697581,0.3659673892398397,0.35285390852181225,0.33748796469254844,0.34710283336763414,0.3729624001369761,0.33962166051147225,0.3301190052901851,,,0.35305579498759976,0.3243975897197278,0.32746606875525486,0.2763570235667651,0.29901597299304433,,0.28096559836664137,0.28303817276571636,0.26417604707168585,0.25213965608970607
2022-02-09,-0.20419208218069362,-0.168519516399917,-0.3373193940605895,-0.3034469090709356,-0.32815317360311963,-0.34543835190255046,-0.3334095303924207,-0.3420816006504533,-0.3734492276126558,-0.34423915767531793,,-0.3469883678487895,-0.327882772558904,-0.24250645219574285,,,-0.25345565375535684,-0.2095983908422215,-0.21006030341048637,,,-0.18078992823521794,-0.16868520839133913,-0.10473926677042772,,-0.10779025740024072,,-0.03990793917912055,-0.061728270090901295,0.03613154544066282,,0.0839606211113831,0.058433776169766694,,0.10347332357206335,,,0.1514002436502005,0.22840818686086214,0.18170734307785702,0.2577079372362366,,0.21458512643696753,0.2916877387418674,0.23480048694849207,,0.2658574159055376,0.32091319121997713,0.2848695045733487,,0.31287540649614903,0.32065728008967087,0.3505096123652306,0.3224971564429995,0.3355719470326942,0.3223592563391449,0.3068271922533562,0.31659044293024907,0.34140828130708406,0.3090743980654254,0.29999465902819894,,,0.32478432317890266,0.29766270389163113,0.30238394781013966,0.2495601235125689,0.2732139594268273,,0.2520014558194189,0.253016239944667,0.2324415059618003,0.2229634243078071
2022-02-10,-0.33591220230111,-0.20534908721684472,-0.36934921438371093,-0.3366617009245829,-0.37506358800586065,-0.3912658220159589,-0.37916877246468034,-0.3896394603344496,-0.4212965939211843,-0.3891269520822191,,-0.39067954294908613,-0.36895348724417787,-0.28459034507444686,,,-0.292859412343037,-0.24928504441957566,-0.24657535594743737,,,-0.21615964816466202,-0.20433973267417926,-0.1418168293073654,,-0.1441346197976596,,-0.06897180737751189,-0.09062985331319216,0.013245799143492637,,0.06583052886192502,0.03929911279350026,,0.09221846944989222,,,0.136253056623767,0.21771346291333582,0.17013627469086684,0.24738445223725394,,0.20352392038018838,0.28224760854077713,0.22360670455628248,,0.2565294021161862,0.31437567089398055,0.2766460971594915,,0.30396695070352564,0.31004922162289583,0.34254880840366775,0.31224686546299674,0.3244200300876085,0.3111284999818414,0.2941187816057139,0.30663908687302666,0.3318008965062812,0.29674159202662737,0.2887345696218474,,,0.31504491829646686,0.2875321660911262,0.2939253477604968,0.2359765383165749,0.26063980017614946,,0.2391818008334159,0.2403551369714676,0.22124259591738749,0.2128172563678438
2022-02-11,-0.4042266536070427,-0.230584251857727,-0.4072684808613186,-0.3682078655825349,-0.4285960820407172,-0.4347985274460223,-0.43365794599543916,-0.4346844965923109,-0.46698492850952555,-0.42984616344506354,,-0.44068544023376943,-0.40463691457041184,-0.3180535336821856,,,-0.32121188329655986,-0.2743924333758685,-0.26324147844341667,,,-0.22717010871016802,-0.21206787146163245,-0.14758257407685274,,-0.1457216000868488,,-0.05902565724496034,-0.08405260246865984,0.02653493772374248,,0.08013215870914969,0.05496114018461514,,0.11994775503993207,,,0.16000914755993445,0.23978363362913874,0.1867014230177057,0.2672454247226839,,0.22200191200472383,0.3040229108391236,0.2430086087389582,,0.27591499068844083,0.33693153415645094,0.2970187086787948,,0.319720043644527,0.3259881733523682,0.3611199344041389,0.3283820168897646,0.3409028920877241,0.3282229700206362,0.3098150279390191,0.3259201861845258,0.35062199075742334,0.31376888001113745,0.30757515909696803,,,0.33229783764045007,0.3021606141439102,0.3125738170449784,0.25450254856626014,0.28141259941830893,,0.2587045039112276,0.2621800385434532,0.24607724126469074,0.23798576237069172
2022-02-14,-0.4496769666862348,-0.23146435433790288,-0.4229466429497595,-0.39061648231910245,-0.4344529886855485,-0.4559064830325676,-0.45739097565840037,-0.4665310122043499,-0.4890560489559266,-0.4492204204016587,,-0.4582974217649363,-0.4220115510076532,-0.33226361255771386,,,-0.3387627386190568,-0.29570067170746744,-0.2805289085109177,,,-0.23828897875796073,-0.22944286145534543,-0.1529236994278519,,-0.1540539986221324,,-0.06802662116916061,-0.09870788677114956,0.023234403324476693,,0.07625196027342028,0.04491485502480612,,0.11443956283849091,,,0.15068919818539034,0.24025557788389632,0.18035087266189567,0.2652643115672955,,0.21753708096608854,0.30297715748092985,0.23905249845647605,,0.270315241008222,0.33397761093380846,0.289751037596242,,0.31357445173537296,0.31994359891893803,0.35733650507446935,0.3223392237731235,0.33585171782761314,0.32324425571143833,0.3035534743317463,0.3223447165190845,0.34659770490834735,0.3082576251692269,0.30365356594190274,,,0.3284607684033866,0.2970439468451277,0.3089887242966582,0.25204466833732064,0.27947910277420385,,0.2587887904938592,0.26050757623100357,0.24636975136949232,0.23889522045019584
