,beta0,beta1,beta2,beta3,tau1,tau2
2022-12-13,-1.1805930237735052,0.6186447661211044,-0.9691230764642209,5.766010651323674,0.8874278253135165,16.768795561907417
2022-12-14,-0.08981296217549659,-0.6072960215924486,-2.288727190480151,3.023165899721897,2.65046261480011,10.772288268544651
2022-12-15,-0.2725462978066598,-0.46870301766317274,-1.962735845502329,3.2617377667511156,2.2172897151664768,12.553865334595514
2022-12-16,0.2228139948847531,-0.9907828352683042,-4.101751111400459,4.333645166906346,3.6819837585410986,6.783865548347169
2022-12-19,0.19984230516932727,-1.0375378868239327,-9.424451676691156,9.99999999992106,4.614461268695931,5.822640589838698
2022-12-20,0.1065868956888677,-0.9377982793269173,-8.864381021800098,9.999999999999993,4.995101879372045,6.375424626467437
2022-12-21,0.08588338015495166,-0.940634184143592,-8.789511195030185,9.99999999928859,5.222262891676655,6.519943420396934
2022-12-22,0.08297417200259077,-0.9888466732171334,-8.754969906878307,9.999999996619806,5.223863971181849,6.476163700024498
2022-12-23,-0.5673306525913899,-0.36618466472965366,-2.8162014185215924,3.6159097485821037,0.5000000000000001,15.831917844687302
2022-12-28,0.16746015102970463,-1.067094495862444,-8.934464094741855,9.999999999984084,4.863222559678049,5.98300042701523
2022-12-29,0.1575663240639011,-1.0795316953841145,-8.832505572995336,9.999999770173591,5.010784334539229,6.119921660311866
2022-12-30,0.07602279270204741,-1.145953048248813,-8.2500093801278,9.999999999999892,5.596928387890678,6.719885899144871
2023-01-03,-0.9511986665777061,0.49794050271467066,-1.123080631827729,4.997381158295035,0.5000000000003246,15.986154956416556
2023-01-04,-0.8384757741296608,0.5516523780856455,-1.6958121495865583,4.606345778328038,0.5000000000000003,15.784361986745132
2023-01-05,-0.9057969912551889,0.9159109252493134,-2.0249464426229413,4.90769621074955,0.5000000000000011,16.188908115639958
2023-01-06,-0.9506695159968502,0.7734798850676866,-1.7043043976234302,5.045649403154196,0.53344775812487,16.383719571277496
2023-01-09,-0.8739308660817727,0.8524164312023915,-1.6257396908349926,4.882527205985999,0.5148165797011881,16.735461044561976
2023-01-10,-0.8724416679435226,0.8534459883246514,-1.7500550211281898,4.676865890470247,0.5511242776056917,15.8138546304151
2023-01-11,-0.9675279253571322,0.7820952779906126,-1.0122788874691655,4.914350546841203,0.5922131150995089,15.622780622994648
2023-01-12,-0.9401797466426868,0.8166812226976099,-1.184621335722278,4.961168142726356,0.5341601581062508,15.657157017804643
2023-01-13,-0.7461910695074829,0.14227598331479532,-0.9121118069885904,4.254463949116533,1.0699820836373164,15.69025658633347
2023-01-16,-0.7518762851430772,0.4580353806105764,-1.160043694350153,4.286377954947943,0.8035350581764983,15.800414155241498
2023-01-17,-0.8048078153834178,0.4443939057076687,-0.8272965802372036,4.51093913214454,0.6613113595559559,16.19179915811368
2023-01-18,-0.7999113212894012,0.3720891460282263,-0.9226103950863974,4.4738029105978345,0.6421897033123385,16.453789377387572
2023-01-19,-0.7862776665321405,0.34885599527812505,-0.7683466599850377,4.34125818604438,0.6508516007224212,17.082902533247804
2023-01-20,-0.009078969621658129,-0.8886564345376307,-7.793286066918451,9.99999991276841,7.241592617667321,8.30467438738651
2023-01-23,-0.8576126391344783,0.4124454050376292,-0.7614496209298478,4.547862488221044,0.6155678288497077,16.228095306048868
2023-01-24,-0.8667725449422585,0.44255781902647656,-0.8330806083936427,4.621937625049532,0.6149423300573257,16.353819277177482
2023-01-25,0.23539442568641605,-0.8785744139834708,-9.274155340272591,9.999029770358998,4.99047422855879,6.046304200072605
2023-01-26,-0.047760449012766014,-0.5795930934837984,-8.403843504412325,9.999999999997835,4.960310172632342,6.719268062536147
2023-01-27,0.09207236195808745,-0.7739695832912316,-8.537447002943383,9.999999990636704,4.880079222671268,6.315503402144636
2023-01-30,-1.6539151616736316,1.1604079807144976,-9.127166827523624,9.999999780752752,4.794619494217351,7.14038941075766
2023-01-31,0.14556010744848663,-1.0341292077226956,-8.281192808762029,9.999999999999991,6.470213083607106,7.492978257706504
2023-02-01,0.15682681938200996,-1.0310404576117058,-8.15754815535423,9.999999999954083,6.734200617768316,7.833695878420813
2023-02-02,0.0033977027349360693,-0.9876272900148303,-7.540298320799345,9.999999982491317,7.563496093725184,8.744663822939762
2023-02-03,-0.05843652129483397,-0.8658872619594254,-7.614743605193104,9.999999990769455,7.094817318699468,8.554552708849497
2023-02-06,0.0018850795454705153,-0.7442301539840492,-8.322452014456452,9.999999999999998,6.226072094471202,7.723153563333773
2023-02-07,-0.010422907220646302,-0.6808487183222184,-8.383564997623068,9.999999999999996,5.9980736903729905,7.545992701553427
2023-02-08,0.12896606108267983,-0.8739745046160909,-8.648496690069583,9.999999971930047,5.652481588791605,6.999669644054816
2023-02-09,0.0969146651991043,-0.8418683981091903,-8.45216189732358,9.999999999938632,6.019440150629359,7.3855228178281065
2023-02-10,0.19346596535317268,-0.9751255402110253,-8.699842597112964,9.99999999999998,5.8286281361478025,7.027690126495431
2023-02-13,0.27841058561050247,-1.0257362175860611,-8.925074393417193,9.999999999987734,5.710765570769003,6.835845639915738
2023-02-14,-0.9371302800862017,0.91579757749496,-0.9535844805458366,5.015368124567646,0.5000000000000001,17.559592270475235
2023-02-15,-0.9654464608463121,1.0785090367278742,-0.8128016453155114,5.045893159583049,0.5000000000012419,17.1859822816007
2023-02-16,0.19076950027247885,-0.5657624234987438,-2.3609861496954543,2.4274163959417234,2.8901057427533523,9.747810361159493
2023-02-17,0.12269093183785056,-0.4957113483738858,-2.125925553329814,2.393763428739872,2.552783932115811,11.178715900120366
2023-02-20,-0.29574959931110706,-0.00012567211335977655,-1.6359095848217222,3.237942160898797,1.7239790036997156,15.302628507857014
2023-02-21,-0.7352745424256208,1.0945500599049929,-1.771155172632263,4.340347203729059,0.5000000000008326,17.649529581872617
2023-02-22,-0.9021045719680358,1.0608908381013642,-0.9096793375176253,4.81891646432437,0.5000000000000383,17.637639735744283
2023-02-23,-0.8617160830444046,1.067716246375537,-1.0603853854762209,4.764625800897125,0.5000000000003799,17.824695701593008
2023-02-24,-0.8616958436721299,0.8385718529175067,-1.2165336140411167,4.823604548827462,0.7186710449835723,17.584565443985678
2023-02-27,-0.8525731087460975,0.903248706283477,-1.2238006464957139,4.839821553872951,0.6485035418044921,17.844024793045318
2023-02-28,-0.8150617842373222,0.7923283753503408,-1.3468060402105109,4.74263512977299,0.826925185448673,17.28802446108215
2023-03-01,-0.8526098439111792,0.7825864993941389,-1.0338963998001127,4.837651648985427,0.8360390232170664,18.061302838032297
2023-03-02,-0.718010709058721,0.5720027869634657,-1.3921075055542818,4.388913638126577,1.2215350528221358,17.493936191709558
2023-03-03,-0.010888878117364968,-0.34761428334977884,-2.0450115776456554,2.7102456760944684,2.355189837420766,13.51285959527361
2023-03-06,-0.0599066879348464,-0.2507425926720791,-2.060635274600584,2.7159080286728976,2.3089699730223017,13.813734712901699
2023-03-07,0.06684619053542329,-0.46021196255854296,-2.105654393514784,2.5558809729827265,2.448257846057592,12.552441197253678
2023-03-08,-1.012907214771874,0.9508931549711294,-0.5721014901933319,5.2887058414416845,0.5000000000004843,17.7211992945737
2023-03-09,0.0022253829778837897,-0.4125973044356319,-1.8869189994048288,2.6134430388646988,2.568843910199131,13.322774784656012
2023-03-10,0.17849240579227457,-0.6662983384376128,-2.278441054730831,2.514962743571275,3.3262228223865455,10.42865163928179
2023-03-13,0.16259921972324745,-0.5132593207558332,-2.999036991735324,3.0367097553024283,3.5665772931343316,9.846739517422346
2023-03-14,0.27173139166088256,-0.6199464525533673,-3.7565158388646407,3.662980009904176,4.063810959304564,8.295353152192625
2023-03-15,0.27214466392230974,-0.580329479611016,-9.999999999999945,9.724619381237265,4.973751713300896,6.42529059741009
2023-03-16,0.05200156940697926,-0.40449733964785906,-3.0805949142822224,3.16377297130773,3.543402938115743,9.946175370641594
2023-03-17,0.17296069334918002,-0.5298402763368977,-3.0573984209716905,3.075118948975262,3.6681809662368345,9.627205641820636
2023-03-20,0.2376687079925022,-0.5114837941012319,-3.4009285469886548,3.297432368119755,3.819950330501569,8.990645638358126
2023-03-21,0.1352407961281068,-0.4480366835431187,-2.442069404943376,2.683301626916231,3.18071205096567,11.61244085451011
2023-03-22,-1.0241237285460627,1.044094809993889,-0.3220692568089998,5.575093679101318,0.5000000000084281,19.120471075901076
2023-03-23,-0.9853836092363375,0.9926994723940739,-0.512278386649447,5.394121414144422,0.5000000000000001,19.000690270652477
2023-03-24,0.3219213093280521,-0.8383673548126979,-9.616285287966177,9.999997378519234,5.495577373149335,6.85507885651415
2023-03-27,0.3961917359527866,-0.8501599123245509,-9.999998191223888,9.917701393820385,5.064675485627413,6.333738768199805
2023-03-28,0.33561014044687637,-0.8048433372550571,-9.848969069195501,9.999979404278221,5.144694990590862,6.456165835763487
2023-03-29,0.24586827990004448,-0.7216252428607741,-3.5240586740210396,3.6367771677115903,4.011767097595139,8.14966094847211
2023-03-30,0.30386330821864965,-0.7725736374313914,-4.015918623618937,4.0679608514910335,4.143782826664784,7.526895238820347
2023-03-31,0.13509618289652617,-0.48648220478302995,-2.2757746982754172,2.6407018223696936,2.8577293420625036,11.758914795981282
2023-04-03,-0.1344003821140159,-0.17404967629743692,-1.9861505240384552,2.892277929704066,2.390451829211117,14.131731242965309
2023-04-04,0.21211313537674245,-0.5603341645399823,-2.5939479374495384,2.6614393279434054,3.3270806736108782,9.398167488283935
2023-04-05,0.25180233347349446,-0.5951792754611903,-3.027291795178276,3.0703813739133348,3.554545424984336,8.494528676084908
2023-04-06,0.27146009767249374,-0.6829242668336327,-9.726064398367773,9.999999972920627,5.028473455913642,6.31953996342927
2023-04-11,0.21768806944622904,-0.5154230263440628,-2.907958953284893,2.780793803836453,3.3056524908033866,8.781794158436865
2023-04-12,0.14822056150665372,-0.3705988067651139,-2.7072636025504786,2.5300144308212342,2.887714096158483,9.865575534235697
2023-04-13,-0.07147091637492622,-0.09244347768830562,-2.241732436410591,2.7370561245255574,2.467905137517179,13.015713378882017
2023-04-14,0.11465001786503586,-0.3201814180442845,-2.4000438211354074,2.449866786080462,2.738979432934079,11.37453031533545
2023-04-17,0.07551006665415187,-0.18772480185197365,-2.3340048639049917,2.5263420321844667,2.543522511408915,12.410526457354894
2023-04-18,-0.07967351659172126,-0.03236067714731709,-2.104542512770207,2.692834286887204,2.1646796924132605,14.581521472703114
2023-04-19,0.3630725730857479,-0.7011629231466494,-2.768343491001239,2.3887103016189983,3.2900264630843132,8.443652046766996
2023-04-20,0.406928314947724,-0.77255560896974,-2.538552538709854,2.1537028135190157,3.168852843051777,8.777851800335693
2023-04-21,0.40517142413071433,-0.8317310341469581,-9.979508368942149,9.999999946610142,4.864178332161996,5.887092681310932
2023-04-24,0.3654379207205591,-0.7975757799656359,-4.595725492233104,4.431679133542402,4.277103708428233,6.61140778367998
2023-04-25,0.3673987849482139,-0.8580415284997224,-9.902563173933718,9.999999999710669,5.040392490096608,6.0478737602601775
2023-04-26,0.3148813156760743,-0.8226702038609869,-9.71424615137077,9.999999999763581,5.221259619475952,6.303989595389622
2023-04-27,0.40965321588325376,-0.8887813456693198,-9.938533538886317,9.999993835958124,4.98448601843812,5.952361922294538
2023-04-28,0.3965178317955771,-0.8936944093357199,-9.913895897815415,9.999901689742359,5.100265224562377,6.081225086375152
2023-05-02,0.36685229092617067,-0.7496625006719948,-2.4387494948894024,2.069902432382948,3.3939871558755574,9.379856191406692
2023-05-03,0.190967560337948,-0.5655926869729612,-2.1184428980612444,2.3284904707583878,3.1642585861015533,11.480354104767427
2023-05-04,0.3242009073240428,-0.6745356643835271,-9.747748590969442,9.999999999816453,5.43058817947922,6.67571766692689
2023-05-05,0.34345078022483394,-0.7822298562340037,-9.829539853780593,9.999857839615544,5.193016775442784,6.339100840390673
2023-05-09,0.19407499817020193,-0.5489358743057877,-2.4967794618753,2.6171388474346746,3.5688443398582903,9.671360978560049
2023-05-10,0.3175749111238651,-0.6912472107027667,-9.86246586190841,9.999750301407296,5.190154771142332,6.331500194909004
2023-05-11,0.2719565712109768,-0.6762657990714391,-4.542714495662557,4.836471793910917,4.740924526271327,7.354808664287551
2023-05-12,0.2976616692337712,-0.7595387861818609,-9.57076805914452,9.99999997934982,5.455501917020412,6.644188451986599
2023-05-15,0.32531729895698586,-0.7111502928672744,-3.150656570834207,3.2362967821796307,4.116732638733261,8.14654123507521
2023-05-16,0.38472210676262186,-0.7934420655736293,-9.824442705601635,9.999924502849382,5.246639491817904,6.373726362713265
2023-05-17,0.3613062814830957,-0.759362794772823,-9.815065089857944,9.999999999999998,5.330661952360517,6.507983281960365
2023-05-18,0.4155935430693358,-0.8302821846960238,-9.748791340180931,9.999789980068524,5.490765065964387,6.590222985200435
2023-05-19,0.4271494972511655,-0.917370638376718,-9.592811715630798,9.99999992253738,5.579643383138655,6.602334698788953
2023-05-22,0.42991703796867664,-0.8827160674209047,-9.738071852468643,9.999999986079734,5.387919852022506,6.420400060343499
2023-05-23,0.46817580357922045,-0.9203863777998842,-9.727655524986302,9.999999997615928,5.496396474355793,6.484218065692228
2023-05-24,-0.8503967687590793,0.7571580378863476,-0.4779776697317581,4.835581487577561,0.5000000000025109,19.31628699430145
2023-05-25,-0.8683319590220087,0.7335523770839718,-0.6064612651029118,4.953298146898401,0.6671694016854481,18.935442041976703
2023-05-26,0.4430569562600202,-0.8992715046707055,-2.297328308156096,2.1114056323020147,3.522169917323285,8.895920723417454
2023-05-30,-0.8707847982864582,0.79564213107399,-0.5669383903944624,4.99867879691341,0.5000000000002106,19.366577828296208
2023-05-31,0.15330245902541412,-0.5431264183733913,-1.8194188271748795,2.1671693503622556,2.5686914593211005,14.21209151494666
2023-06-01,-0.27670131370385354,-0.14037388556635508,-1.3956136034810462,3.2253768907018,2.1098713927007364,16.81538568682528
2023-06-02,0.4165876827788959,-0.9351721398792467,-3.4373661994358216,3.488668356280671,4.324806653901847,7.456704128190126
2023-06-05,0.009547780988732284,-0.3107268629205134,-1.898813724331547,2.4996356776372415,2.406492838713314,14.642871384244007
2023-06-06,0.2996376126122293,-0.6222956751621374,-2.1545292015870294,1.9224078228590655,2.853257507446577,11.175316862666358
2023-06-07,0.303923638283944,-0.6617850915787745,-2.2812912566311656,2.066554762776747,3.206550292922881,9.915730503018894
2023-06-08,0.35072364124521344,-0.7420262775637406,-2.587937438786268,2.5272155002577184,3.7255749609612163,8.380218471306115
2023-06-09,0.3848085890845549,-0.8931090852095172,-9.783576477525068,9.999998396436448,5.12012842975712,6.084862665423932
2023-06-12,0.28611558662872927,-0.662109424790432,-2.2596352615795556,2.181265809068109,3.292593000279627,9.602107498130145
2023-06-13,0.0807942088107597,-0.37959697740430276,-1.94078125837508,2.3009227685797407,2.4125222979676817,13.525100590896532
2023-06-14,0.11570400032769775,-0.428377123783285,-1.8584709212767714,2.2930534003337906,2.5281985063993377,13.104758305740733
2023-06-15,-0.8410759049105676,0.6549467768972713,-0.3268913697657409,4.850691291745403,0.5000000000000047,18.055167400713948
2023-06-16,0.20478537683695372,-0.6455571579743971,-1.8358791288795941,2.0487123199177533,2.7766280141230197,12.063046092161947
2023-06-19,-0.829976922187844,0.6382171581568146,-0.513176740179304,4.675025992535513,0.7704582722438922,18.1869707246617
2023-06-20,-0.7776318197291897,0.6574409865453505,-0.6674684274254316,4.50071928749323,0.5000000000097995,18.217733887780682
2023-06-21,-0.8032423854591825,0.7199206153746085,-0.811389064427684,4.660515284648363,0.5000000000023537,18.189343203623736
2023-06-22,-0.7620645931121005,0.5973564057048885,-0.9459678114520115,4.485678251026501,0.5000000000000001,18.44979090960444
2023-06-23,-0.9022249161522939,0.4386289040439449,-0.23380329697620314,4.83628256685868,0.5559115641780039,18.406321171126855
2023-06-26,-0.786120267972672,0.6551487941926414,-0.9117408069195424,4.601947486605175,0.5354643303511744,19.35014868390386
2023-06-27,-0.9096791962628876,0.7948211597607816,-0.5971048182357571,5.062674573860715,0.5000000000000082,17.886220646954364
2023-06-28,-0.7693854978444615,0.6752234905846042,-0.9505158162086662,4.575277232876037,0.5000000000000001,18.486856756062785
2023-06-29,-0.8900296672304049,0.8905457731918023,-0.9722915007992519,4.857524932549148,0.5000000000016621,18.11255243122029
2023-06-30,-0.9105459946037385,0.6110743255904175,-0.5188359881412452,4.937530570198106,0.5642062514580951,17.769571568955087
2023-07-03,-0.9171980952440866,0.9527726265820332,-0.8430203440902827,4.9678958390261565,0.5000000000000001,17.98290980714417
2023-07-04,-0.8619753184952846,0.8767331163338871,-1.1802305412583827,4.831383320975307,0.5000000000000001,18.267347793602905
2023-07-05,-0.9324841396159053,0.8956849768504591,-1.1222144129890343,5.049156763701819,0.5311180281509946,18.16953601017156
2023-07-06,-0.8335439049673476,0.9230904759049883,-1.4149728610755157,4.7562472758274215,0.5166330883632834,18.381211062220423
2023-07-07,-0.8637845722552288,0.47363967716408356,-0.8218915228581964,4.911599979857366,0.6904120175812926,17.842503020584587
2023-07-10,-0.8836324135201601,0.9856757646454737,-1.465456303907043,4.964893029723583,0.5000000000000001,17.981431388561596
2023-07-11,-0.9007626337202922,0.9300966353255222,-1.4147507846968652,5.007507962126815,0.5025141316574915,17.99100828484364
2023-07-12,-0.7975037522372466,0.8409623998661183,-1.4709886776872623,4.655361598078164,0.5000000000004877,18.156675236942405
2023-07-13,-0.8141283987084084,0.7405394888600502,-1.1698332636770972,4.760536100381283,0.5000000000000001,18.341107719530832
2023-07-14,0.2949017095187494,-1.1776270428006377,-8.895835553923307,9.9999999850079,5.997794948324647,7.010975178431517
2023-07-17,-0.7680983093978253,0.4099221581488285,-1.0068835890414258,4.607206845210659,0.9848131876463733,18.466178097926925
2023-07-18,0.14284288197535944,-0.6977878764068003,-1.8488217062437395,2.1468703114207957,2.5935885816596578,12.786255578239171
2023-07-19,0.34501123825569696,-1.035898158097085,-9.340117129428732,9.999999967445774,5.464876168736491,6.4675816027728485
2023-07-20,0.02738721691785067,-0.9164778220589872,-7.657197987170567,9.999997932184126,8.264759118113133,9.443868052801253
2023-07-21,-0.8599551972823926,0.7854067993786977,-1.1877388181712658,4.726661901105368,0.5000000000000001,17.917349651797696
2023-07-24,-0.8837431158265475,0.8678779571320456,-1.0659282049081944,4.799035148029354,0.5000000000003239,18.018373851814324
2023-07-25,-0.8763571491262518,0.8557456196452543,-1.0209191361485146,4.838869612186906,0.5000000000000001,17.84406738755558
2023-07-26,-0.9002891527195634,0.9118723510725134,-1.1007105655652838,4.911452779917692,0.5000000000000001,18.016527932532664
2023-07-27,-0.8484651690785541,0.8080828051948324,-0.9612583741358122,4.696169129958967,0.5000000000000001,18.13101912284562
2023-07-28,-0.8585784086723466,0.6771238599362712,-0.7986111492171569,4.74610371805148,0.5000000000000008,18.219828417652828
2023-07-31,-0.8751738667434525,0.766218335019201,-0.8384306175738776,4.822666008501359,0.5000000000017857,18.137391031271964
2023-08-01,-0.9326775751518915,0.8093446362750263,-0.6618025477042573,4.960307626659688,0.5000000000038369,18.018210109721778
2023-08-02,-0.8240318469538416,0.6814301707478159,-0.794802910907179,4.668319557234196,0.5000000000000002,18.24678461090082
2023-08-03,-0.8333175483409024,0.7517865823522294,-0.8550969119074056,4.719703871126825,0.5000000000000001,18.005547007405255
2023-08-04,-0.8946594016039126,0.6884673920849722,-0.8639013512135529,4.995845036762874,0.500000000000007,17.546416674005147
2023-08-07,-0.8885858230481429,0.7867904485501278,-0.8441899924613686,4.903773349754052,0.5000000000000002,17.862148371516923
2023-08-08,-0.9348696449679188,0.816639970057527,-0.6715069584128396,5.066076395962552,0.5000000000000001,17.909588518023707
2023-08-09,-0.8633886408718268,0.7335980878311592,-0.7376879843468772,4.858539564267868,0.5000000000000001,18.235880966166928
2023-08-10,-0.8476902295108821,0.705102836409492,-0.7679594067294396,4.773156919817645,0.5000000000000326,18.191454487609544
2023-08-11,-0.9135502546387463,0.5830304104305729,-0.3722781245281657,4.996819643900638,0.5000000000000001,17.924797800343487
2023-08-14,-0.9249090341367049,0.7692377386898278,-0.6165273035095177,5.1228529596101025,0.5000000000000218,17.630113114861395
2023-08-15,-0.8980668913127124,0.7287271862820166,-0.7379654359036173,5.037357307796896,0.5000000000000054,17.842709445325937
2023-08-16,-0.9471382394816938,0.77098396162844,-0.682557177455887,5.16892410955184,0.5000000000007784,18.241347224955252
2023-08-17,-0.9800069546150268,0.7793501298506301,-0.6133943930094191,5.253315808901896,0.5000000000000889,18.26698175720525
2023-08-18,0.44917197479858706,-1.055924609438887,-2.8157180759966147,2.881653224409322,4.0092059285397035,7.795317451342087
2023-08-21,-0.937660375241001,0.6538497010309777,-0.517147577516972,5.245790288069505,0.5000000000015011,18.55369989597604
2023-08-22,-0.8920231008861049,0.5955108237576484,-0.7106849873082076,5.170996301598366,0.5000000000006558,18.54912107868786
2023-08-23,-0.9115652659740532,0.4332985079931852,-0.4336853855577779,5.142738836278878,0.500000000078352,18.413636238514993
2023-08-24,-0.924259315618724,0.4289179898270471,-0.35697786901973927,5.102352706234033,0.5000000000003059,18.649404674459785
2023-08-25,0.11147746863290879,-1.001696039637231,-7.599221019784396,9.999999876391607,8.457621922783732,9.66300686424081
2023-08-29,-0.826355059984052,0.39560860743466825,-0.5082507942755249,4.8280857799126755,0.5000000000035089,18.68109930160578
2023-08-30,-0.8951358508733852,0.4410098902143754,-0.47495521805662,4.983217179936724,0.5000000000000001,18.458443551199416
2023-08-31,-0.946250328812649,0.44418598962252753,-0.3070539499743776,5.156201144019361,0.5668300940068011,17.99680038829213
2023-09-01,-1.1168963058031574,-0.3280807011255464,1.46308456930372,5.68270967438363,0.5000000000000041,18.196080357112468
2023-09-04,0.1302632919450842,-0.9362090880169078,-7.90681573374517,9.999997120801705,7.985613552597623,9.25285935001215
2023-09-05,-1.1757145136584903,-0.2510676465264936,1.7384032462568184,5.935132239031936,0.5000000000000039,17.988831315660327
2023-09-06,-0.8366557146455799,0.7145025217828349,-0.8198847989747606,4.872608706981155,0.5000000000000001,18.611293556421725
2023-09-07,0.32959614240169893,-0.9969418823979493,-8.927641926022261,9.999999988282399,6.072056691677643,7.148269315599071
2023-09-08,0.30441789359982346,-1.0129012815482537,-8.87079909187926,9.999999999999778,6.1685632029636555,7.254128386399591
2023-09-11,0.35979727529140937,-1.0242354392380943,-8.945674837764768,9.999984414062913,6.039597564747583,7.090594012556893
2023-09-12,0.36370411698543503,-1.0393039212164146,-9.02141325903442,9.999975903108465,5.93564416679527,7.03217908696374
2023-09-13,0.3524299478362724,-1.0398330003931306,-8.887857309826593,9.999959380491042,6.095210299718832,7.172062976994629
2023-09-14,0.3290628908734046,-0.9655878448764769,-2.193359669453717,2.7444271088698553,4.213161134883678,9.018462386390494
2023-09-15,0.38122082982883365,-1.0439405413358434,-9.151469388284585,9.99999880170674,5.827877065315824,6.832596835129656
2023-09-18,0.1570906856008473,-0.6939296661510432,-1.60958331461564,2.3694863337062433,2.9336483201075256,12.826920618459074
2023-09-19,-0.9324164775922662,0.6695695686819781,-0.23336701202035912,5.194616665537864,0.5000000000000032,18.193257101014115
2023-09-20,-0.9181672611412577,0.6794877356153404,-0.2947304715189023,5.278012015600898,0.5390164171521817,18.1782003776788
2023-09-21,-0.8763618258075793,0.7711336361982081,-0.5875440822637603,5.028569651915348,0.5710703640556912,18.188403272530948
2023-09-22,0.34937372156608704,-0.9018918197514366,-9.24136852725339,9.999786368455702,5.697862802557632,6.871739077473042
2023-09-25,-0.9214096356785749,0.7204514365165628,-0.18002116998262818,5.2006510414793645,0.5000000007308808,18.293374100374116
2023-09-26,-0.9251132661504552,0.7575180550645979,-0.36824929926360933,5.20747754461747,0.5070228319519515,18.229412202503486
2023-09-27,-0.9266599999335421,0.7662749710475136,-0.42495514382940996,5.140795519189612,0.5841284018010111,18.211293304800577
2023-09-28,0.11756669981526997,-0.5724515986790555,-1.559439711496832,2.591780321666762,2.8761338425983753,13.052701417628713
2023-09-29,-0.1819296921706184,-0.27383855971415727,-1.379364577537343,3.0989604663237924,2.6670162972101332,15.35603996722348
2023-10-02,-0.13040957616665025,-0.2500182696267598,-1.423655798154711,3.029246166694274,2.5145888878533724,15.345502113689042
2023-10-03,0.004664157538856559,-0.40121055556827945,-1.5450356788410087,2.6768036452748083,2.7427122526340866,14.264366193669808
2023-10-04,0.32315330910553136,-0.8310882455928011,-1.8294877684090964,2.441563435345504,3.8872495636304056,10.194745157354669
2023-10-05,0.18356235199308663,-0.6870224919011874,-1.4362010996749308,2.167407037004614,2.9036797327471384,13.279127423147697
2023-10-06,0.37509379868061415,-0.9953444790547721,-8.997832347774262,9.999999987385074,6.055172351731876,7.062065308178157
2023-10-09,-0.7867298560522846,0.5507275266762791,-0.42356122335549884,4.761986050919011,0.5525364574060991,18.568692102154035
2023-10-10,-0.7810848469482589,0.5617301411747616,-0.46889147502846346,4.701484552285603,0.5000000000001635,18.424341676760275
2023-10-11,-0.7253475984355571,0.5090849003326772,-0.78338758663489,4.534542578537939,0.7972819644833973,18.33741023677565
2023-10-12,-0.7405469190003382,0.508789429623326,-0.6350624337366569,4.522225786431953,0.8716754655973302,18.387302425260405
2023-10-13,0.25177814650546076,-0.7621570386649263,-1.46885109786852,2.0959516594529037,3.2066657732270314,12.058742767162103
2023-10-16,-0.6765375118442309,0.39770362728236813,-0.6805581517064432,4.350917905091939,1.0713370344128523,18.300630218774483
2023-10-17,-0.33098694756015756,-0.012447514800965603,-1.1321085325033107,3.4698608746882806,1.6516220952302507,17.115866646158015
2023-10-18,0.3064409084425523,-0.6966083603917503,-1.7730908492318842,1.9198047809519836,2.8486067908867376,11.233956903387082
2023-10-19,0.4326049756769501,-0.8797783653972859,-9.703263486321726,9.999999999989582,5.200501523852499,6.218352934518899
2023-10-20,0.4368241379126474,-1.0094759820400712,-9.201169862301493,9.999999999475389,5.778480566296432,6.743820954782113
2023-10-23,0.4214877610694082,-0.9536817208321096,-9.247458866863429,9.999999999995755,5.6287882938259415,6.626101011887387
2023-10-24,0.3724988119077119,-0.9010010323208409,-9.022017598326089,9.999999999999998,5.994147077472156,7.042049538558838
2023-10-25,0.42825214224685715,-0.8801449664593782,-9.56118670316022,9.999999999935763,5.336800312672064,6.270278110637175
2023-10-26,0.39540029036502367,-0.8615123164854135,-9.30065706052865,9.999999996965327,5.69922693568117,6.677046806187434
2023-10-27,0.3521895287994748,-0.9069398665793104,-9.09981949192799,9.999999999999998,5.9512516509891515,6.920016764276096
2023-10-30,0.4452016130033713,-0.8775308819678795,-9.533445435646614,9.999999996320225,5.373248071591572,6.258638830717975
2023-10-31,0.40724861416468394,-0.8041616104123863,-2.01793204839121,2.1679148165677526,3.71938627309557,8.708603646892705
2023-11-01,0.3902005489705086,-0.7710797828805448,-1.9981085279555042,2.2019482279078844,3.8152879842241423,8.783473317713707
2023-11-02,0.461008814887448,-0.8498418660217569,-9.618857842777558,9.946303697803222,5.3169443503520935,6.188475166103122
2023-11-03,0.3773678005210774,-0.8292082658718218,-9.114656421655573,9.999999667097004,6.196193808693736,7.1469993558811495
2023-11-06,0.45716584997239695,-0.8324964531333154,-9.642588551456953,9.999912538811616,5.351376583965205,6.225287802678256
2023-11-07,0.43528830885447933,-0.8074215262745205,-9.488105856026795,9.999999999997415,5.5680571869731015,6.511596315967864
2023-11-08,0.4812560534571235,-0.8867906120248822,-9.567883170714937,9.999999999995914,5.399691500465067,6.301009947795469
2023-11-09,0.4737007551670555,-0.8704111361734509,-9.567669597356305,9.999995168893935,5.509522008329377,6.377472262887388
2023-11-10,0.48395555502517784,-0.9135828327834972,-9.563531998703182,9.999999999369546,5.486895390186091,6.32218988482572
2023-11-13,0.41886353324142145,-0.7572560160609619,-1.6900473787057784,1.7694175687683589,3.2394934633663777,10.156869479842932
